country_name,iso3,date,year,month,electricity_demand_mwh,solar_generation_mwh,wind_generation_mwh,temperature_c,population_millions,gdp_usd,latitude,longitude,data_source,notes
Poland,POL,2019-04-01,2019,4,19498.6,1203.5,1621.3,9.66,37.8,"1,411,200",52.0,19.1,demo_v1,
Spain,ESP,2021-11-01,2021,11,35781.6,1106.5,2666.0,3.99,47.4,"2,348,400",40.5,-3.7,demo_v1,
United States,USA,2019-10-01,2019,10,461755.2,16557.7,33734.6,8.51,331.9,"34,268,400",39.8,-98.6,demo_v1,
Poland,POL,2018-12-01,2018,12,19823.5,,872.2,0.67,37.8,"1,406,400",52.0,19.1,demo_v1,
Norway,NOR,2023-06-01,2023,6,11921.8,780.3,2021.0,20.87,5.4,"1,197,600",60.5,8.5,demo_v1,
Poland,POL,2019-06-01,2019,6,15149.4,,1320.8,20.0,37.8,"1,413,600",52.0,19.1,demo_v1,
United States,USA,2019-03-01,2019,3,488602.5,23674.3,29034.8,,331.9,"34,260,000",39.8,-98.6,demo_v1,
France,FRA,2022-04-01,2022,4,57890.7,2224.4,3082.4,11.08,67.8,"3,884,400",46.2,2.2,demo_v1,
United States,USA,2019-06-01,2019,6,405214.3,19099.8,85675.9,,331.9,"34,263,600",39.8,-98.6,demo_v1,
France,FRA,2023-05-01,2023,5,54767.0,1240.1,3501.1,15.94,67.8,"3,900,000",46.2,2.2,demo_v1,
Germany,DEU,2022-12-01,2022,12,71399.7,1683.4,5238.0,-2.69,83.2,"4,164,000",51.2,10.4,demo_v1,
France,FRA,2016-06-01,2016,6,37539.4,845.5,2362.5,23.16,67.8,"3,800,400",46.2,2.2,demo_v1,
Poland,POL,2015-09-01,2015,9,14163.9,0.0,1026.2,16.44,37.8,"1,359,600",52.0,19.1,demo_v1,
United States,USA,2016-01-01,2016,1,483754.5,19673.1,89443.0,-1.85,331.9,"34,214,400",39.8,-98.6,demo_v1,
Germany,DEU,2020-08-01,2020,8,46328.6,,4931.8,17.74,83.2,N/A,51.2,10.4,demo_v1,
Germany,DEU,2016-11-01,2016,11,55233.4,3711.8,4890.2,5.34,83.2,"4,076,400",51.2,10.4,demo_v1,
Germany,DEU,2019-06-01,2019,6,43767.7,,5591.8,20.48,83.2,"4,113,600",51.2,10.4,demo_v1,
Spain,ESP,2023-10-01,2023,10,34745.4,2330.5,2678.0,9.75,47.4,"2,376,000",40.5,-3.7,demo_v1,
United States,USA,2022-02-01,2022,2,580613.4,43947.6,59766.7,1.21,331.9,"34,302,000",39.8,-98.6,demo_v1,
United States,USA,2016-10-01,2016,10,395539.7,,34262.4,10.74,331.9,"34,225,200",39.8,-98.6,demo_v1,
France,FRA,2018-10-01,2018,10,48666.5,2505.0,6368.2,4.48,67.8,"3,834,000",46.2,2.2,demo_v1,
Germany,DEU,2015-12-01,2015,12,56517.1,1189.5,7077.0,-0.15,83.2,"4,063,200",51.2,10.4,demo_v1,
United States,USA,2016-03-01,2016,3,421424.0,,70550.0,3.01,331.9,"34,216,800",39.8,-98.6,demo_v1,
Poland,POL,2017-01-01,2017,1,20319.0,131.4,3806.0,-4.25,37.8,"1,378,800",52.0,19.1,demo_v1,
Spain,ESP,2016-12-01,2016,12,33705.4,1161.5,3861.6,-1.03,47.4,"2,277,600",40.5,-3.7,demo_v1,
Poland,POL,2017-04-01,2017,4,18030.5,1154.9,3149.9,8.18,37.8,"1,382,400",52.0,19.1,demo_v1,
Poland,POL,2023-11-01,2023,11,271672.6,1157.5,0.0,6.48,37.8,"1,477,200",52.0,19.1,demo_v1,
France,FRA,2019-11-01,2019,11,60188.7,4943.2,4766.0,4.44,67.8,"3,849,600",46.2,2.2,demo_v1,
Spain,ESP,2021-03-01,2021,3,35691.8,2038.6,1907.5,1.88,47.4,"2,338,800",40.5,-3.7,demo_v1,
France,FRA,2015-01-01,2015,1,48330.0,,2247.9,-4.58,67.8,"3,780,000",46.2,2.2,demo_v1,
Germany,DEU,2017-12-01,2017,12,61251.2,2443.2,4823.3,-1.98,83.2,"4,092,000",51.2,10.4,demo_v1,
United States,USA,2015-02-01,2015,2,457466.3,25305.5,71879.4,-0.06,331.9,"34,201,200",39.8,-98.6,demo_v1,
USA,USA,2015-05-01,2015,5,360365.1,25425.0,79276.1,12.2,331.9,"34,204,800",39.8,-98.6,demo_v1,
Germany,DEU,2022-04-01,2022,4,62406.3,1682.5,2832.9,8.99,83.2,"4,154,400",51.2,10.4,demo_v1,
France,FRA,2019-03-01,2019,3,54886.0,,2387.0,3.63,67.8,"3,840,000",46.2,2.2,demo_v1,
United States,USA,2022-01-01,2022,1,580370.4,,49875.0,-3.11,331.9,"34,300,800",39.8,-98.6,demo_v1,
United States,USA,2016-11-01,2016,11,419584.4,32329.2,17096.2,1.87,331.9,"34,226,400",39.8,-98.6,demo_v1,
Poland,POL,2020-07-01,2020,7,15625.1,1181.4,1483.3,21.14,37.8,"1,429,200",52.0,19.1,demo_v1,
France,FRA,2023-08-01,2023,8,47395.3,1732.5,6464.4,21.5,67.8,"3,903,600",46.2,2.2,demo_v1,
United States,USA,2015-12-01,2015,12,446628.1,24577.9,12872.1,,331.9,"34,213,200",39.8,-98.6,demo_v1,
Spain,ESP,2020-06-01,2020,6,26550.1,813.3,2501.5,22.48,47.4,"2,328,000",40.5,-3.7,demo_v1,
Norway,NOR,2023-01-01,2023,1,16530.9,933.6,1032.0,-9.32,5.4,"1,191,600",60.5,8.5,demo_v1,
Spain,ESP,2020-04-01,2020,4,31104.6,,2457.8,8.9,47.4,"2,325,600",40.5,-3.7,demo_v1,
Norway,NOR,2022-07-01,2022,7,11037.0,831.3,1892.3,,5.4,"1,184,400",60.5,8.5,demo_v1,
United States,USA,2022-04-01,2022,4,540754.1,,36469.7,7.24,331.9,"34,304,400",39.8,-98.6,demo_v1,
Germany,DEU,2016-02-01,2016,2,54841.9,,4482.8,,83.2,"4,065,600",51.2,10.4,demo_v1,
Spain,ESP,2023-03-01,2023,3,38689.9,,4024.2,6.13,47.4,"2,367,600",40.5,-3.7,demo_v1,
France,FRA,2022-06-01,2022,6,47138.2,2443.3,5340.7,23.57,67.8,"3,886,800",46.2,2.2,demo_v1,
Germany,DEU,2016-06-01,2016,6,38957.4,1554.7,6551.1,16.41,83.2,"4,070,400",51.2,10.4,demo_v1,
United States,USA,2022-05-01,2022,5,462700.0,25050.7,72131.1,14.67,331.9,"34,305,600",39.8,-98.6,demo_v1,
Spain,ESP,2022-10-01,2022,10,34972.6,2256.2,2255.2,8.65,47.4,"2,361,600",40.5,-3.7,demo_v1,
Norway,NOR,2023-04-01,2023,4,13859.8,,769.4,12.38,5.4,"1,195,200",60.5,8.5,demo_v1,
United States,USA,2021-03-01,2021,3,549488.1,19487.6,31364.4,1.24,331.9,"34,288,800",39.8,-98.6,demo_v1,
France,FRA,2017-10-01,2017,10,47838.8,,5862.5,12.34,67.8,"3,819,600",46.2,2.2,demo_v1,
Germany,DEU,2023-03-01,2023,3,65615.4,1243.3,6915.9,3.62,83.2,"4,167,600",51.2,10.4,demo_v1,
Spain,ESP,2017-04-01,2017,4,25822.4,1880.3,1328.2,11.92,47.4,N/A,40.5,-3.7,demo_v1,
Spain,ESP,2015-10-01,2015,10,26781.6,2887.7,5530.6,9.56,47.4,"2,260,800",40.5,-3.7,demo_v1,
Norway,NOR,2023-09-01,2023,9,12903.8,1377.9,1711.0,17.09,5.4,"1,201,200",60.5,8.5,demo_v1,
USA,USA,2016-06-01,2016,6,339732.1,17452.8,27364.3,24.25,331.9,"34,220,400",39.8,-98.6,demo_v1,
Norway,NOR,2022-04-01,2022,4,13068.0,810.3,1201.0,7.87,5.4,"1,180,800",60.5,8.5,demo_v1,
USA,USA,2015-02-01,2015,2,-9999.0,18954.7,32137.3,-0.49,331.9,"34,201,200",39.8,-98.6,demo_v1,
Germany,DEU,2018-01-01,2018,1,59605.4,1557.7,8061.2,-2.31,83.2,"4,093,200",51.2,10.4,demo_v1,
Germany,DEU,2021-08-01,2021,8,47599.5,2064.5,2835.4,22.16,83.2,"4,144,800",51.2,10.4,demo_v1,
Germany,DEU,2017-01-01,2017,1,55943.8,,771.7,-6.07,83.2,"4,078,800",51.2,10.4,demo_v1,
Germany,DEU,2020-06-01,2020,6,47916.5,,6317.6,20.82,83.2,"4,128,000",51.2,10.4,demo_v1,
France,FRA,2015-07-01,2015,7,36280.6,1317.3,4529.1,18.56,67.8,"3,787,200",46.2,2.2,demo_v1,
Poland,POL,2015-08-01,2015,8,12395.4,1096.1,1152.4,21.64,37.8,"1,358,400",52.0,19.1,demo_v1,
Spain,ESP,2015-07-01,2015,7,20817.0,,2568.4,19.72,47.4,"2,257,200",40.5,-3.7,demo_v1,
United States,USA,2020-04-01,2020,4,460170.1,15676.6,74138.3,12.84,331.9,"34,275,600",39.8,-98.6,demo_v1,
Spain,ESP,2018-10-01,2018,10,29447.1,,5164.8,10.39,47.4,"2,304,000",40.5,-3.7,demo_v1,
France,FRA,2020-10-01,2020,10,54501.9,3209.8,0.0,11.28,67.8,"3,862,800",46.2,2.2,demo_v1,
France,FRA,2015-04-01,2015,4,44858.645,1733.9,5512.8,9.55,67.8,"3,783,600",46.2,2.2,demo_v1,
Poland,POL,2018-01-01,2018,1,19813.7,1361.4,1374.2,-0.4,37.8,"1,393,200",52.0,19.1,demo_v1,
Spain,ESP,2016-04-01,2016,4,27323.9,1225.7,1778.5,9.62,47.4,"2,268,000",40.5,-3.7,demo_v1,
United States,USA,2019-05-01,2019,5,421773.6,20027.3,48135.3,16.61,331.9,"34,262,400",39.8,-98.6,demo_v1,
United States,USA,2015-11-01,2015,11,445913.5,35870.3,58972.7,6.31,331.9,"34,212,000",39.8,-98.6,demo_v1,
United States,USA,2016-04-01,2016,4,393451.3,32070.0,44725.3,7.79,331.9,"34,218,000",39.8,-98.6,demo_v1,
United States,USA,2017-11-01,2017,11,485522.1,35117.3,74412.3,3.41,331.9,"34,240,800",39.8,-98.6,demo_v1,
Poland,POL,2018-09-01,2018,9,15949.1,,426.3,14.64,37.8,"1,402,800",52.0,19.1,demo_v1,
Germany,DEU,2023-09-01,2023,9,62398.3,2284.6,8879.1,14.71,83.2,"4,174,800",51.2,10.4,demo_v1,
Poland,POL,2021-10-01,2021,10,226229.3,,1616.3,10.21,37.8,"1,447,200",52.0,19.1,demo_v1,
France,FRA,2020-12-01,2020,12,59173.3,3341.5,2907.4,-1.05,67.8,"3,865,200",46.2,2.2,demo_v1,
Germany,DEU,2018-10-01,2018,10,52397.3,2151.4,6509.5,9.4,83.2,"4,104,000",51.2,10.4,demo_v1,
France,FRA,2021-12-01,2021,12,64262.9,3982.7,5243.3,-0.15,67.8,"3,879,600",46.2,2.2,demo_v1,
France,FRA,2017-04-01,2017,4,46663.8,2672.2,4255.0,9.15,67.8,"3,812,400",46.2,2.2,demo_v1,
France,FRA,2022-11-01,2022,11,63734.2,,1255.2,3.67,67.8,"3,892,800",46.2,2.2,demo_v1,
United States,USA,2023-04-01,2023,4,525765.6,23507.3,42399.3,8.17,331.9,"34,318,800",39.8,-98.6,demo_v1,
United States,USA,2020-10-01,2020,10,495259.6,,80029.7,12.74,331.9,"34,282,800",39.8,-98.6,demo_v1,
France,FRA,2019-01-01,2019,1,58119.7,2925.8,6713.4,1.91,67.8,"3,837,600",46.2,2.2,demo_v1,
Poland,POL,2022-06-01,2022,6,200234.3,843.9,2378.0,18.72,37.8,"1,456,800",52.0,19.1,demo_v1,
United States,USA,2019-07-01,2019,7,386795.0,,79777.4,21.34,331.9,"34,264,800",39.8,-98.6,demo_v1,
Spain,ESP,2018-04-01,2018,4,29136.4,640.8,345.7,7.87,47.4,"2,296,800",40.5,-3.7,demo_v1,
Germany,DEU,2018-05-01,2018,5,45999.9,,8433.0,13.09,83.2,"4,098,000",51.2,10.4,demo_v1,
Spain,ESP,2023-12-01,2023,12,40521.8,1361.0,3450.8,0.77,47.4,"2,378,400",40.5,-3.7,demo_v1,
France,FRA,2018-12-01,2018,12,59637.9,,5317.6,1.18,67.8,"3,836,400",46.2,2.2,demo_v1,
USA,USA,2015-12-01,2015,12,454255.0,9225.2,12232.3,-3.77,331.9,"34,213,200",39.8,-98.6,demo_v1,
Poland,POL,2016-01-01,2016,1,19252.8,,837.4,0.67,37.8,"1,364,400",52.0,19.1,demo_v1,
Germany,DEU,2023-04-01,2023,4,63227.9,3781.8,660.5,8.43,83.2,"4,168,800",51.2,10.4,demo_v1,
Germany,DEU,2020-10-01,2020,10,58072.3,0.0,5569.7,9.88,83.2,"4,132,800",51.2,10.4,demo_v1,
United States,USA,2020-12-01,2020,12,-9999.0,54853.4,43839.3,-4.58,331.9,"34,285,200",39.8,-98.6,demo_v1,
Spain,ESP,2018-11-01,2018,11,32384.4,998.4,3552.1,3.51,47.4,"2,305,200",40.5,-3.7,demo_v1,
France,FRA,2020-01-01,2020,1,62286.8,1987.4,817.2,-4.87,67.8,"3,852,000",46.2,2.2,demo_v1,
Spain,ESP,2017-08-01,2017,8,23653.3,,4205.3,,47.4,"2,287,200",40.5,-3.7,demo_v1,
Germany,DEU,2015-03-01,2015,3,48712.3,2212.6,6162.4,4.71,83.2,"4,052,400",51.2,10.4,demo_v1,
Spain,ESP,2017-10-01,2017,10,29172.8,1259.8,3385.9,8.35,47.4,"2,289,600",40.5,-3.7,demo_v1,
Germany,DEU,2020-11-01,2020,11,62940.7,1675.3,4283.4,3.64,83.2,"4,134,000",51.2,10.4,demo_v1,
USA,USA,2016-10-01,2016,10,424040.3,32044.6,12367.6,9.76,331.9,"34,225,200",39.8,-98.6,demo_v1,
Spain,ESP,2017-08-01,2017,8,23653.3,,4205.3,,47.4,"2,287,200",40.5,-3.7,demo_v1,
Spain,ESP,2023-08-01,2023,8,29361.7,798.7,2995.6,21.93,47.4,"2,373,600",40.5,-3.7,demo_v1,
USA,USA,2015-03-01,2015,3,431879.7,12010.4,51554.1,5.22,331.9,"34,202,400",39.8,-98.6,demo_v1,
Norway,NOR,2023-10-01,2023,10,14330.1,338.7,475.6,10.81,5.4,"1,202,400",60.5,8.5,demo_v1,
United States,USA,2019-01-01,2019,1,552354.9,28236.6,38587.0,-2.55,331.9,"34,257,600",39.8,-98.6,demo_v1,
Germany,DEU,2022-07-01,2022,7,50942.1,3870.8,6415.1,,83.2,"4,158,000",51.2,10.4,demo_v1,
United States,USA,2019-12-01,2019,12,536085.2,31544.6,21908.1,-0.69,331.9,"34,270,800",39.8,-98.6,demo_v1,
France,FRA,2015-03-01,2015,3,45246.4,1673.2,6591.4,2.96,67.8,"3,782,400",46.2,2.2,demo_v1,
Poland,POL,2020-08-01,2020,8,16111.9,620.9,2961.1,18.53,37.8,"1,430,400",52.0,19.1,demo_v1,
United States,USA,2023-09-01,2023,9,483548.2,30387.9,56252.9,10.37,331.9,"34,324,800",39.8,-98.6,demo_v1,
France,FRA,2017-07-01,2017,7,38409.0,1703.4,5895.9,18.67,67.8,"3,816,000",46.2,2.2,demo_v1,
Poland,POL,2020-09-01,2020,9,17830.0,,2217.2,15.78,37.8,"1,431,600",52.0,19.1,demo_v1,
Poland,POL,2023-07-01,2023,7,205792.0,585.9,1732.0,17.73,37.8,"1,472,400",52.0,19.1,demo_v1,
France,FRA,2022-02-01,2022,2,67961.7,,3072.0,-1.45,67.8,"3,882,000",46.2,2.2,demo_v1,
Poland,POL,2017-02-01,2017,2,19619.6,1553.9,2461.0,,37.8,"1,380,000",52.0,19.1,demo_v1,
France,FRA,2017-06-01,2017,6,39674.2,,5164.2,20.68,67.8,"3,814,800",46.2,2.2,demo_v1,
Poland,POL,2022-05-01,2022,5,232602.6,927.1,1111.3,15.87,37.8,"1,455,600",52.0,19.1,demo_v1,
Poland,POL,2017-12-01,2017,12,19032.8,1645.6,3599.0,0.57,37.8,"1,392,000",52.0,19.1,demo_v1,
Germany,DEU,2019-05-01,2019,5,50679.9,1459.4,4919.3,17.68,83.2,"4,112,400",51.2,10.4,demo_v1,
Germany,DEU,2022-05-01,2022,5,55849.8,2255.2,5480.8,,83.2,"4,155,600",51.2,10.4,demo_v1,
USA,USA,2016-09-01,2016,9,381227.3,3883.6,72698.1,,331.9,"34,224,000",39.8,-98.6,demo_v1,
France,FRA,2021-10-01,2021,10,53798.6,2143.3,0.0,,67.8,"3,877,200",46.2,2.2,demo_v1,
Germany,DEU,2017-11-01,2017,11,55610.8,2620.5,4554.3,2.05,83.2,"4,090,800",51.2,10.4,demo_v1,
Norway,NOR,2022-09-01,2022,9,12323.0,564.1,1989.8,16.36,5.4,"1,186,800",60.5,8.5,demo_v1,
Spain,ESP,2022-05-01,2022,5,29151.0,878.8,2721.8,17.78,47.4,"2,355,600",40.5,-3.7,demo_v1,
United States,USA,2018-12-01,2018,12,518037.5,25694.8,40010.6,-0.39,331.9,"34,256,400",39.8,-98.6,demo_v1,
Spain,ESP,2015-06-01,2015,6,21822.1,,2148.7,21.01,47.4,"2,256,000",40.5,-3.7,demo_v1,
France,FRA,2022-10-01,2022,10,58716.0,2558.3,7475.6,10.85,67.8,"3,891,600",46.2,2.2,demo_v1,
Germany,DEU,2022-11-01,2022,11,67932.0,,2052.9,3.89,83.2,"4,162,800",51.2,10.4,demo_v1,
France,FRA,2021-08-01,2021,8,45709.1,3354.8,4490.3,,67.8,"3,874,800",46.2,2.2,demo_v1,
United States,USA,2020-02-01,2020,2,552478.0,23755.8,9325.1,0.8,331.9,"34,273,200",39.8,-98.6,demo_v1,
France,FRA,2017-01-01,2017,1,53132.7,1846.1,4071.9,-3.1,67.8,"3,808,800",46.2,2.2,demo_v1,
Germany,DEU,2015-02-01,2015,2,51510.5,,5098.9,2.29,83.2,"4,051,200",51.2,10.4,demo_v1,
Germany,DEU,2022-10-01,2022,10,61052.2,1967.0,6526.2,14.52,83.2,"4,161,600",51.2,10.4,demo_v1,
USA,USA,2015-10-01,2015,10,393751.5,,12237.2,9.47,331.9,"34,210,800",39.8,-98.6,demo_v1,
Norway,NOR,2023-08-01,2023,8,11965.4,1044.2,2207.8,21.46,5.4,"1,200,000",60.5,8.5,demo_v1,
France,FRA,2015-06-01,2015,6,36110.6,1203.3,4384.2,20.5,67.8,"3,786,000",46.2,2.2,demo_v1,
Spain,ESP,2017-03-01,2017,3,30494.8,2062.1,2642.9,6.05,47.4,"2,281,200",40.5,-3.7,demo_v1,
Poland,POL,2015-07-01,2015,7,12665.9,985.9,1602.5,23.55,37.8,"1,357,200",52.0,19.1,demo_v1,
USA,USA,2016-01-01,2016,1,480157.7,18670.6,43108.3,-3.24,331.9,"34,214,400",39.8,-98.6,demo_v1,
Spain,ESP,2017-02-01,2017,2,32420.3,2281.6,3762.8,-0.53,47.4,"2,280,000",40.5,-3.7,demo_v1,
France,FRA,2022-12-01,2022,12,66473.9,,1481.4,2.88,67.8,"3,894,000",46.2,2.2,demo_v1,
Spain,ESP,2015-03-01,2015,3,28553.0,1842.1,3867.8,1.8,47.4,"2,252,400",40.5,-3.7,demo_v1,
Spain,ESP,2019-08-01,2019,8,26416.9,,1723.8,18.49,47.4,"2,316,000",40.5,-3.7,demo_v1,
Poland,POL,2021-01-01,2021,1,273011.7,,2448.2,-2.0,37.8,"1,436,400",52.0,19.1,demo_v1,
Germany,DEU,2016-10-01,2016,10,48491.3,1496.8,4921.5,9.11,83.2,"4,075,200",51.2,10.4,demo_v1,
Spain,ESP,2016-10-01,2016,10,27124.3,1160.7,2164.3,12.23,47.4,"2,275,200",40.5,-3.7,demo_v1,
Germany,DEU,2020-03-01,2020,3,59943.5,625.3,0.0,2.94,83.2,"4,124,400",51.2,10.4,demo_v1,
Germany,DEU,2017-03-01,2017,3,52800.0,2208.5,5458.4,4.99,83.2,"4,081,200",51.2,10.4,demo_v1,
Germany,DEU,2021-06-01,2021,6,49168.6,,4784.5,22.14,83.2,"4,142,400",51.2,10.4,demo_v1,
France,FRA,2017-08-01,2017,8,40399.5,2334.0,5274.6,21.16,67.8,"3,817,200",46.2,2.2,demo_v1,
Spain,ESP,2016-02-01,2016,2,30432.4,2072.3,2032.7,-4.66,47.4,"2,265,600",40.5,-3.7,demo_v1,
United States,USA,2022-07-01,2022,7,424547.2,,44110.4,22.04,331.9,"34,308,000",39.8,-98.6,demo_v1,
United States,USA,2022-12-01,2022,12,-9999.0,32070.8,15655.6,3.8,331.9,"34,314,000",39.8,-98.6,demo_v1,
USA,USA,2015-06-01,2015,6,339763.5,,35933.0,18.45,331.9,"34,206,000",39.8,-98.6,demo_v1,
Poland,POL,2023-06-01,2023,6,203943.4,,585.9,19.57,37.8,"1,471,200",52.0,19.1,demo_v1,
Spain,ESP,2022-09-01,2022,9,30004.3,,3061.7,12.96,47.4,"2,360,400",40.5,-3.7,demo_v1,
Poland,POL,2015-11-01,2015,11,17734.1,,1673.6,3.56,37.8,"1,362,000",52.0,19.1,demo_v1,
Germany,DEU,2016-12-01,2016,12,56221.0,,4936.6,,83.2,"4,077,600",51.2,10.4,demo_v1,
France,FRA,2020-04-01,2020,4,52013.4,,7234.4,9.95,67.8,"3,855,600",46.2,2.2,demo_v1,
Spain,ESP,2019-02-01,2019,2,34285.3,776.8,2913.6,,47.4,"2,308,800",40.5,-3.7,demo_v1,
United States,USA,2022-03-01,2022,3,565516.3,29665.4,72242.6,3.96,331.9,"34,303,200",39.8,-98.6,demo_v1,
Poland,POL,2016-11-01,2016,11,18094.0,,1392.5,4.83,37.8,"1,376,400",52.0,19.1,demo_v1,
Poland,POL,2016-04-01,2016,4,15929.3,644.3,571.1,7.47,37.8,"1,368,000",52.0,19.1,demo_v1,
Germany,DEU,2018-07-01,2018,7,43068.9,2277.3,3088.0,22.91,83.2,"4,100,400",51.2,10.4,demo_v1,
Germany,DEU,2023-11-01,2023,11,67224.3,4205.2,5784.7,1.91,83.2,"4,177,200",51.2,10.4,demo_v1,
France,FRA,2023-09-01,2023,9,53991.7,,6078.1,14.84,67.8,"3,904,800",46.2,2.2,demo_v1,
United States,USA,2023-01-01,2023,1,606988.4,3142.7,39171.5,-2.28,331.9,"34,315,200",39.8,-98.6,demo_v1,
Germany,DEU,2019-04-01,2019,4,57234.1,4303.2,2115.7,6.62,83.2,"4,111,200",51.2,10.4,demo_v1,
United States,USA,2021-04-01,2021,4,482351.2,28744.2,7991.0,9.86,331.9,"34,290,000",39.8,-98.6,demo_v1,
Spain,ESP,2022-03-01,2022,3,38151.0,1539.7,2510.6,5.65,47.4,"2,353,200",40.5,-3.7,demo_v1,
France,FRA,2017-11-01,2017,11,53581.4,,1021.8,5.89,67.8,"3,820,800",46.2,2.2,demo_v1,
United States,USA,2018-09-01,2018,9,403446.5,1449.3,54312.2,17.08,331.9,"34,252,800",39.8,-98.6,demo_v1,
Poland,POL,2021-09-01,2021,9,203103.2,,1409.9,15.1,37.8,"1,446,000",52.0,19.1,demo_v1,
Germany,DEU,2018-03-01,2018,3,55555.9,,4021.2,3.4,83.2,"4,095,600",51.2,10.4,demo_v1,
Poland,POL,2016-07-01,2016,7,12916.8,1007.4,1471.2,21.35,37.8,"1,371,600",52.0,19.1,demo_v1,
Germany,DEU,2021-11-01,2021,11,66039.1,5315.7,4311.2,3.59,83.2,"4,148,400",51.2,10.4,demo_v1,
United States,USA,2022-08-01,2022,8,428888.5,11463.6,12868.0,24.13,331.9,"34,309,200",39.8,-98.6,demo_v1,
France,FRA,2015-09-01,2015,9,40751.4,,2106.6,14.51,67.8,"3,789,600",46.2,2.2,demo_v1,
Norway,NOR,2023-11-01,2023,11,15942.3,,592.2,1.12,5.4,"1,203,600",60.5,8.5,demo_v1,
United States,USA,2015-05-01,2015,5,328076.4,,55348.6,14.47,331.9,"34,204,800",39.8,-98.6,demo_v1,
Spain,ESP,2018-09-01,2018,9,27276.8,616.1,3161.3,,47.4,"2,302,800",40.5,-3.7,demo_v1,
Poland,POL,2018-03-01,2018,3,18606.7,305.6,1285.5,1.16,37.8,"1,395,600",52.0,19.1,demo_v1,
Spain,ESP,2019-01-01,2019,1,34851.1,2394.1,2267.8,-3.58,47.4,"2,307,600",40.5,-3.7,demo_v1,
France,FRA,2018-05-01,2018,5,44260.6,2964.0,5969.4,18.14,67.8,"3,828,000",46.2,2.2,demo_v1,
Poland,POL,2020-12-01,2020,12,22341.9,1699.7,1924.4,-2.21,37.8,"1,435,200",52.0,19.1,demo_v1,
France,FRA,2016-09-01,2016,9,39888.4,2232.4,4530.7,18.58,67.8,"3,804,000",46.2,2.2,demo_v1,
Germany,DEU,2022-03-01,2022,3,64750.4,1350.0,5053.2,6.96,83.2,"4,153,200",51.2,10.4,demo_v1,
France,FRA,2018-02-01,2018,2,56185.2,4949.4,8302.2,-0.6,67.8,"3,824,400",46.2,2.2,demo_v1,
France,FRA,2019-09-01,2019,9,47146.3,1446.6,4788.3,15.3,67.8,"3,847,200",46.2,2.2,demo_v1,
Spain,ESP,2020-05-01,2020,5,29212.6,,2143.4,13.6,47.4,"2,326,800",40.5,-3.7,demo_v1,
Poland,POL,2023-02-01,2023,2,286810.2,1209.7,601.4,-2.25,37.8,"1,466,400",52.0,19.1,demo_v1,
Spain,ESP,2015-01-01,2015,1,29424.9,2001.0,4414.4,-2.98,47.4,"2,250,000",40.5,-3.7,demo_v1,
United States,USA,2021-09-01,2021,9,462249.8,8060.1,61459.9,,331.9,"34,296,000",39.8,-98.6,demo_v1,
Germany,DEU,2019-10-01,2019,10,53603.8,1742.4,5433.6,8.43,83.2,"4,118,400",51.2,10.4,demo_v1,
United States,USA,2023-05-01,2023,5,501747.0,9248.5,66277.4,17.91,331.9,"34,320,000",39.8,-98.6,demo_v1,
France,FRA,2022-07-01,2022,7,46557.9,,2873.4,20.16,67.8,"3,888,000",46.2,2.2,demo_v1,
Poland,POL,2015-01-01,2015,1,18442.4,,2524.6,1.03,37.8,N/A,52.0,19.1,demo_v1,
Poland,POL,2023-03-01,2023,3,275491.6,1038.1,1339.3,2.85,37.8,"1,467,600",52.0,19.1,demo_v1,
France,FRA,2017-07-01,2017,7,38409.0,1703.4,5895.9,18.67,67.8,"3,816,000",46.2,2.2,demo_v1,
Germany,DEU,2021-05-01,2021,5,52381.6,,6204.1,16.14,83.2,"4,141,200",51.2,10.4,demo_v1,
Germany,DEU,2018-04-01,2018,4,49868.6,1828.6,9043.8,8.66,83.2,"4,096,800",51.2,10.4,demo_v1,
United States,USA,2017-03-01,2017,3,446809.9,21251.4,81425.7,4.63,331.9,"34,231,200",39.8,-98.6,demo_v1,
Poland,POL,2019-05-01,2019,5,16065.4,522.0,822.2,15.21,37.8,"1,412,400",52.0,19.1,demo_v1,
France,FRA,2023-06-01,2023,6,48314.4,,3521.3,16.19,67.8,"3,901,200",46.2,2.2,demo_v1,
United States,USA,2021-02-01,2021,2,561268.2,,38344.4,-2.17,331.9,"34,287,600",39.8,-98.6,demo_v1,
USA,USA,2015-01-01,2015,1,435869.3,,66014.3,-0.57,331.9,"34,200,000",39.8,-98.6,demo_v1,
USA,USA,2015-09-01,2015,9,349270.5,14214.8,18181.2,14.91,331.9,"34,209,600",39.8,-98.6,demo_v1,
Germany,DEU,2018-12-01,2018,12,62502.9,2417.4,1529.6,,83.2,"4,106,400",51.2,10.4,demo_v1,
Spain,ESP,2020-03-01,2020,3,34315.9,,3827.9,4.44,47.4,"2,324,400",40.5,-3.7,demo_v1,
United States,USA,2018-08-01,2018,8,382741.4,21575.2,20446.2,20.35,331.9,"34,251,600",39.8,-98.6,demo_v1,
Spain,ESP,2020-11-01,2020,11,34062.1,148.8,1744.9,-0.02,47.4,"2,334,000",40.5,-3.7,demo_v1,
Poland,POL,2021-06-01,2021,6,201036.9,,2201.0,20.43,37.8,"1,442,400",52.0,19.1,demo_v1,
France,FRA,2020-11-01,2020,11,58257.2,,6196.5,3.32,67.8,"3,864,000",46.2,2.2,demo_v1,
